target_name,run,gen,X_L,X_F,X_B,X_C,f_L,f_F,f_B,f_C,mean_fitness,mean_p_F_given_L,mean_p_L_given_F,mean_p_L_given_B,CM
1B,1,185,0.45,0.22,0.24,0.09,0.003272,0.004502,0.485758,0.506468,0.012009545265209986,0.9702735579121503,0.02391081370024363,0.0013454825956880757,0.007774
1B,1,186,0.45,0.22,0.24,0.09,0.003186,0.004462,0.485794,0.506558,0.012010174231704005,0.9714695151005771,0.02334643132214051,0.0014459433861467588,0.007648
1B,1,187,0.45,0.22,0.24,0.09,0.003584,0.005604,0.485166,0.505646,0.011998004161291818,0.9701696046402207,0.02316833303615371,0.0016919648988396108,0.009188
1B,1,188,0.45,0.22,0.24,0.09,0.003422,0.004576,0.485658,0.506344,0.012007138357733396,0.9725349204430203,0.02392902297940355,0.0014096498542902197,0.007998
1B,1,189,0.45,0.22,0.24,0.09,0.003276,0.00421,0.485844,0.50667,0.012010911533300776,0.9730329332131326,0.023611669013880506,0.0013345786110749674,0.007486
1B,1,190,0.45,0.22,0.24,0.09,0.00314,0.004244,0.485914,0.506702,0.01201075481722625,0.9742585409795753,0.021981145287636422,0.001106616276855868,0.007384
1B,1,191,0.45,0.22,0.24,0.09,0.003198,0.004186,0.485928,0.506688,0.012012908685369247,0.9760994902953793,0.023776066434144177,0.0010911830423067114,0.007384
1B,1,192,0.45,0.22,0.24,0.09,0.003292,0.004518,0.485724,0.506466,0.012008559586548,0.9771025387224685,0.023504526873997685,0.0012086287752584492,0.00781
1B,1,193,0.45,0.22,0.24,0.09,0.003082,0.004554,0.485818,0.506546,0.012011669580634932,0.9762208418792284,0.024188878280643665,0.0010028627639327896,0.007636
1B,1,194,0.45,0.22,0.24,0.09,0.003438,0.004568,0.485612,0.506382,0.01200707800711566,0.9764182424050941,0.024195245937864783,0.00132924801500217,0.008006
1B,1,195,0.45,0.22,0.24,0.09,0.00325,0.00446,0.485772,0.506518,0.012009252609483514,0.9756103255442725,0.024024322701140334,0.0012897404363964098,0.00771
1B,1,196,0.45,0.22,0.24,0.09,0.00312,0.003844,0.486076,0.50696,0.012015425812992987,0.9766835228952861,0.024268790545365015,0.00115563702359196,0.006964
1B,1,197,0.45,0.22,0.24,0.09,0.003262,0.004502,0.48575,0.506486,0.01200810158419824,0.9743727480906816,0.022400443845619445,0.0011498387999765896,0.007764
1B,1,198,0.45,0.22,0.24,0.09,0.00324,0.004366,0.485804,0.50659,0.012010221008267978,0.9745047874720424,0.024779315597447674,0.001129613773410879,0.007606
1B,1,199,0.45,0.22,0.24,0.09,0.003398,0.005254,0.485418,0.50593,0.012002746109860215,0.9761707784288688,0.027704751051534575,0.0014961929554824028,0.008652
1B,1,200,0.45,0.22,0.24,0.09,0.003286,0.004438,0.48577,0.506506,0.012008189038312895,0.9750384514702972,0.027200753845027313,0.0012006342406307915,0.007724
1B,1,201,0.45,0.22,0.24,0.09,0.003406,0.004992,0.485506,0.506096,0.012002575972287016,0.9750593632116381,0.02726577722837469,0.0013276158045408702,0.008398
1B,1,202,0.45,0.22,0.24,0.09,0.003384,0.00522,0.485408,0.505988,0.012003826154091757,0.9738475133542729,0.027147187742617176,0.0015473789730582302,0.008604
1B,1,203,0.45,0.22,0.24,0.09,0.00342,0.004554,0.48566,0.506366,0.012004327905017802,0.9751850410196132,0.02721939826514081,0.0015016154698680921,0.007974
1B,1,204,0.45,0.22,0.24,0.09,0.00337,0.004618,0.485644,0.506368,0.012006049093723974,0.9753542040097706,0.024647569780551798,0.001355598980237341,0.007988
1B,1,205,0.45,0.22,0.24,0.09,0.003296,0.004632,0.485672,0.5064,0.012007401699413795,0.9760222758133125,0.02400346793968874,0.0013637010626285004,0.007928
1B,1,206,0.45,0.22,0.24,0.09,0.003428,0.005102,0.485412,0.506058,0.012001732736723787,0.9743603930833485,0.02781205751334248,0.0016773477547459147,0.00853
1B,1,207,0.45,0.22,0.24,0.09,0.003364,0.004744,0.485596,0.506296,0.012004296593722007,0.9749129485580398,0.026015347718083396,0.0015196442854360193,0.008108
1B,1,208,0.45,0.22,0.24,0.09,0.003648,0.00555,0.485152,0.50565,0.011996470831907918,0.9753145335476956,0.02502864977246316,0.0017871645730260309,0.009198000000000001
1B,1,209,0.45,0.22,0.24,0.09,0.003508,0.004634,0.485608,0.50625,0.012001249478173619,0.9768475711230886,0.02394356456015069,0.001580303220522665,0.008142
1B,1,210,0.45,0.22,0.24,0.09,0.003526,0.005108,0.48536,0.506006,0.01200095873163993,0.978076435073807,0.02395093525426408,0.001950457160093415,0.008634
1B,1,211,0.45,0.22,0.24,0.09,0.00353,0.005092,0.485392,0.505986,0.011999634742363454,0.978594475401946,0.025225448635780665,0.0016708808852186955,0.008622000000000001
1B,1,212,0.45,0.22,0.24,0.09,0.003418,0.004948,0.4855,0.506134,0.01200155136787765,0.978311251953844,0.023712893692326265,0.0014829808712621363,0.008366
1B,1,213,0.45,0.22,0.24,0.09,0.003564,0.006004,0.485002,0.50543,0.011995103092486373,0.9795979631338471,0.023875519716301967,0.0017703837492232632,0.009568
1B,1,214,0.45,0.22,0.24,0.09,0.003374,0.005096,0.485474,0.506056,0.012003213754289237,0.97879333901645,0.022053514098525854,0.0013777736785476676,0.00847
1B,1,215,0.45,0.22,0.24,0.09,0.003302,0.004404,0.485764,0.50653,0.0120084144849931,0.9781877806508135,0.021407719966961804,0.0013868586583703642,0.007705999999999999
1B,1,216,0.45,0.22,0.24,0.09,0.003256,0.004386,0.485766,0.506592,0.012009623434583559,0.9790466322696871,0.021670272622089058,0.0014933875347248366,0.007642
1B,1,217,0.45,0.22,0.24,0.09,0.003322,0.004172,0.485824,0.506682,0.012008590303116086,0.9793959192353393,0.0216857946832929,0.0016701239130380442,0.007494000000000001
1B,1,218,0.45,0.22,0.24,0.09,0.003392,0.005308,0.485358,0.505942,0.012002738844172325,0.9792426038351986,0.022927831743337932,0.0016323593632694858,0.0087
1B,1,219,0.45,0.22,0.24,0.09,0.003558,0.005566,0.485176,0.5057,0.011995221878090018,0.9802822628781932,0.021437253288852855,0.0018299286182140836,0.009124
1B,1,220,0.45,0.22,0.24,0.09,0.00338,0.004474,0.485706,0.50644,0.012006800191673606,0.9798395213724911,0.02260455203929991,0.0013475921915579617,0.007854
1B,1,221,0.45,0.22,0.24,0.09,0.003266,0.004142,0.485888,0.506704,0.012010511556600623,0.980373682383199,0.021767022731986427,0.0012419771779431322,0.007408
1B,1,222,0.45,0.22,0.24,0.09,0.003244,0.004284,0.48584,0.506632,0.01200869756857352,0.97759850693623,0.018868699454180324,0.0011623235180291387,0.007528
1B,1,223,0.45,0.22,0.24,0.09,0.003398,0.004598,0.48564,0.506364,0.012006212411109782,0.9799948215942312,0.020267537318971924,0.0015040661197306675,0.007996
1B,1,224,0.45,0.22,0.24,0.09,0.003592,0.005156,0.485334,0.505918,0.01199653014401353,0.9792677424599971,0.018913645669666215,0.0018691348296739027,0.008748
1B,1,225,0.45,0.22,0.24,0.09,0.003214,0.004338,0.485822,0.506626,0.012012765451350268,0.9743512293211315,0.021077969928316856,0.0013077564767766763,0.007552
1B,1,226,0.45,0.22,0.24,0.09,0.00324,0.004088,0.485912,0.50676,0.01201083754685508,0.9763810414196612,0.020101499956132567,0.001115375260854818,0.0073279999999999994
1B,1,227,0.45,0.22,0.24,0.09,0.003258,0.004112,0.485926,0.506704,0.012011987928496372,0.9770229121923392,0.0207399931634115,0.0011488225682783312,0.00737
1B,1,228,0.45,0.22,0.24,0.09,0.003244,0.004564,0.485744,0.506448,0.012008042839931978,0.9761110023229019,0.020408545176436248,0.0012304498285164733,0.007808000000000001
1B,1,229,0.45,0.22,0.24,0.09,0.003328,0.004654,0.48561,0.506408,0.012007171040177487,0.9757236622796279,0.019987972342814107,0.001686832369606504,0.007982
1B,1,230,0.45,0.22,0.24,0.09,0.00346,0.004862,0.485514,0.506164,0.01200397989299186,0.9752338794545777,0.019261518210353344,0.0015881804274819541,0.008322
1B,1,231,0.45,0.22,0.24,0.09,0.003546,0.004518,0.48559,0.506346,0.012002792639638668,0.9765993391758523,0.01760326431243231,0.001730023118460213,0.008064
1B,1,232,0.45,0.22,0.24,0.09,0.003174,0.004318,0.485854,0.506654,0.01201127741433902,0.9762370303477521,0.017808662501275465,0.0013582261735914773,0.007492
1B,1,233,0.45,0.22,0.24,0.09,0.003216,0.003866,0.48601,0.506908,0.01201230272372279,0.9778070298185503,0.017031826073225537,0.0012523558798983663,0.007082
1B,1,234,0.45,0.22,0.24,0.09,0.003456,0.004238,0.485742,0.506564,0.012007262677027489,0.9786105040235348,0.01698322232352171,0.0016418693928888699,0.0076939999999999995
1B,1,235,0.45,0.22,0.24,0.09,0.003596,0.00497,0.485386,0.506048,0.012000095935047582,0.9762605271677626,0.017290261607590316,0.0018008085234453765,0.008565999999999999
1B,1,236,0.45,0.22,0.24,0.09,0.00345,0.00491,0.485482,0.506158,0.012001212048374834,0.975097821181952,0.019767996891278568,0.001532205051058332,0.00836
1B,1,237,0.45,0.22,0.24,0.09,0.003464,0.004856,0.485494,0.506186,0.012001894646644355,0.9733979040374551,0.019256047063802687,0.0017593254032894769,0.008320000000000001
1B,1,238,0.45,0.22,0.24,0.09,0.003316,0.004828,0.485602,0.506254,0.012007895789620261,0.9737435207018886,0.01925426177001812,0.001402140584915331,0.008144
1B,1,239,0.45,0.22,0.24,0.09,0.003186,0.004162,0.485908,0.506744,0.012009167650676103,0.9716020512276946,0.020007850937830474,0.0013368555184517276,0.007348
1B,1,240,0.45,0.22,0.24,0.09,0.003506,0.005318,0.485312,0.505864,0.012001803839831703,0.969688726508813,0.02105940926419473,0.0016074531900228453,0.008824
1B,1,241,0.45,0.22,0.24,0.09,0.003402,0.004616,0.485616,0.506366,0.012006288330294714,0.9727631914634042,0.01968325995743769,0.0015807855272734956,0.008018
1B,1,242,0.45,0.22,0.24,0.09,0.00356,0.004828,0.48548,0.506132,0.012000120937515832,0.9717643571943072,0.019396099829865204,0.001619236638803801,0.008388
1B,1,243,0.45,0.22,0.24,0.09,0.003646,0.005298,0.485248,0.505808,0.011997439553940378,0.9708580850347713,0.019985668329316048,0.0018233136188906159,0.008944
1B,1,244,0.45,0.22,0.24,0.09,0.003376,0.004768,0.485594,0.506262,0.012003314886737977,0.9704845776005978,0.019477739666630675,0.0015432276825019652,0.008144
1B,1,245,0.45,0.22,0.24,0.09,0.003398,0.0041,0.485844,0.506658,0.012008743554267674,0.9722184533067014,0.019250163138160404,0.0013961221679102758,0.007498
1B,1,246,0.45,0.22,0.24,0.09,0.003626,0.005292,0.48526,0.505822,0.011996610341058887,0.9729190451755757,0.020438810281260537,0.002026071398202782,0.008917999999999999
1B,1,247,0.45,0.22,0.24,0.09,0.003324,0.004264,0.485808,0.506604,0.012008187561328274,0.973301352035388,0.0227739251307998,0.0013505721277770092,0.007588000000000001
1B,1,248,0.45,0.22,0.24,0.09,0.003282,0.004384,0.485764,0.50657,0.012008799290993868,0.9704063964219349,0.025213004715625136,0.001294417684165965,0.007666
1B,1,249,0.45,0.22,0.24,0.09,0.003346,0.00466,0.485646,0.506348,0.01200779510013465,0.9714220071783294,0.026119836164634546,0.0015417410698708234,0.008006
1B,1,250,0.45,0.22,0.24,0.09,0.003484,0.004946,0.485474,0.506096,0.012003123078657002,0.9744163516314168,0.026058437091457748,0.0012592067812953228,0.00843
1B,1,251,0.45,0.22,0.24,0.09,0.003252,0.004678,0.485662,0.506408,0.012006642000711295,0.9729757422836058,0.027429670448380215,0.001450789191638607,0.00793
1B,1,252,0.45,0.22,0.24,0.09,0.003462,0.005234,0.48538,0.505924,0.012001336930973399,0.9690878156108947,0.028396711242814496,0.001595901369829664,0.008695999999999999
1B,1,253,0.45,0.22,0.24,0.09,0.003282,0.004544,0.485732,0.506442,0.01201041721826348,0.9674548553786115,0.028403903861536132,0.0011170651013442453,0.007826
1B,1,254,0.45,0.22,0.24,0.09,0.003232,0.004918,0.48564,0.50621,0.012006475788521171,0.97237601190254,0.028505323521724385,0.001044400377589963,0.00815
1B,1,255,0.45,0.22,0.24,0.09,0.003224,0.00489,0.485618,0.506268,0.012005761344477967,0.971313111393087,0.028559127629124804,0.0012587648929622678,0.008114
1B,1,256,0.45,0.22,0.24,0.09,0.003444,0.004934,0.485492,0.50613,0.012003162364420884,0.9698299200736694,0.030144744932318317,0.0012879032120436523,0.008378
1B,1,257,0.45,0.22,0.24,0.09,0.00339,0.005356,0.485364,0.50589,0.012002937832219188,0.9688272553569882,0.0304263453273023,0.0014404280104947196,0.008746
1B,1,258,0.45,0.22,0.24,0.09,0.003488,0.005478,0.485258,0.505776,0.011999876233917565,0.9685484832905468,0.030322727152585088,0.0016786476502616307,0.008966
1B,1,259,0.45,0.22,0.24,0.09,0.003402,0.005332,0.485376,0.50589,0.012000354557284936,0.9672171086228291,0.028448938684809497,0.0014010015005088729,0.008734
1B,1,260,0.45,0.22,0.24,0.09,0.0035,0.005098,0.485392,0.50601,0.012002465292652696,0.9669981827596998,0.027122398616493123,0.0014999264103326023,0.008598
1B,1,261,0.45,0.22,0.24,0.09,0.003266,0.00485,0.485622,0.506262,0.012006482152530171,0.9695588632704971,0.025796231474616134,0.0012664305174669402,0.008116
1B,1,262,0.45,0.22,0.24,0.09,0.00333,0.004694,0.485662,0.506314,0.012007095647749832,0.9704135553658788,0.025678276467458603,0.0011867104052625992,0.008024
1B,1,263,0.45,0.22,0.24,0.09,0.003312,0.004944,0.485588,0.506156,0.012004987944234017,0.966318800782824,0.02686300009078788,0.001170203054211758,0.008256
1B,1,264,0.45,0.22,0.24,0.09,0.003364,0.00474,0.48563,0.506266,0.012005112364323375,0.9680594601812151,0.026014101824880696,0.0011594995783107847,0.008104
1B,1,265,0.45,0.22,0.24,0.09,0.00333,0.005462,0.48537,0.505838,0.011998062639113922,0.9668055110642786,0.02661595106984328,0.0013026668243232944,0.008792
1B,1,266,0.45,0.22,0.24,0.09,0.003266,0.0049,0.485606,0.506228,0.012007883963516139,0.9678526950643334,0.026540440817997776,0.0011793347064427086,0.008166
1B,1,267,0.45,0.22,0.24,0.09,0.003386,0.004892,0.485532,0.50619,0.01200398558740788,0.9702672652982354,0.02350705857954187,0.0013290308240193683,0.008278
1B,1,268,0.45,0.22,0.24,0.09,0.003154,0.004318,0.485896,0.506632,0.012010857850107587,0.9719023859929103,0.02208798782325434,0.000953812564767071,0.0074719999999999995
1B,1,269,0.45,0.22,0.24,0.09,0.00331,0.0045,0.485746,0.506444,0.01200718979231278,0.9725504435100879,0.021235511402398575,0.0012015541301466826,0.007809999999999999
1B,1,270,0.45,0.22,0.24,0.09,0.003254,0.00463,0.485696,0.50642,0.012009533284217595,0.9720592542886597,0.020918209771012077,0.001431753997758713,0.007883999999999999
1B,1,271,0.45,0.22,0.24,0.09,0.003546,0.005472,0.48521,0.505772,0.011996589559761413,0.9723388308713591,0.020832270818801336,0.0017310951086331157,0.009018
1B,1,272,0.45,0.22,0.24,0.09,0.003364,0.005094,0.485484,0.506058,0.01200249767662685,0.9729366855718139,0.020740370753939055,0.0013675812904762204,0.008458
1B,1,273,0.45,0.22,0.24,0.09,0.003392,0.004562,0.485654,0.506392,0.012005797017060666,0.9710496097675085,0.02128929333700779,0.001446418951520739,0.007954
1B,1,274,0.45,0.22,0.24,0.09,0.0033,0.004884,0.485586,0.50623,0.01200637915509515,0.9712925341056795,0.019145837146098174,0.0013343364377242828,0.008184
1B,1,275,0.45,0.22,0.24,0.09,0.003316,0.004734,0.485662,0.506288,0.01200676420711263,0.9716889770660118,0.01875106714344451,0.0013539800144701185,0.00805
1B,1,276,0.45,0.22,0.24,0.09,0.00324,0.004284,0.485864,0.506612,0.012009617761634747,0.9731138516061231,0.019209964925734114,0.001240422924523627,0.0075239999999999994
1B,1,277,0.45,0.22,0.24,0.09,0.00325,0.004656,0.485698,0.506396,0.012008259611321858,0.9699439424231385,0.021004401507644366,0.0011695841594164228,0.007906
1B,1,278,0.45,0.22,0.24,0.09,0.003238,0.00451,0.485774,0.506478,0.012008006999599792,0.9699020347448585,0.02189509509868882,0.001082164746617164,0.007748
1B,1,279,0.45,0.22,0.24,0.09,0.003408,0.004918,0.485544,0.50613,0.0120022789983947,0.9695981495353169,0.021842666847741242,0.0012440321935268202,0.008326
1B,1,280,0.45,0.22,0.24,0.09,0.00315,0.004698,0.485744,0.506408,0.012009267492131319,0.9686765652187408,0.02198971890613454,0.00091163711631489,0.007848
1B,1,281,0.45,0.22,0.24,0.09,0.003298,0.004822,0.485622,0.506258,0.012004563902483818,0.9675851993603531,0.022455121334291797,0.0011529594103201818,0.00812
1B,1,282,0.45,0.22,0.24,0.09,0.003092,0.00446,0.485868,0.50658,0.012011139525724569,0.9673926784330279,0.022211768099616308,0.0010264063611786281,0.0075520000000000006
1B,1,283,0.45,0.22,0.24,0.09,0.003662,0.005566,0.485154,0.505618,0.01199590518636449,0.9686291963526694,0.023816789455121765,0.0015612944060441826,0.009228
1B,1,284,0.45,0.22,0.24,0.09,0.003222,0.004806,0.48563,0.506342,0.012008574064321511,0.9695595520999701,0.025022189870175685,0.0013135245726173105,0.008028
1B,1,285,0.45,0.22,0.24,0.09,0.003242,0.004614,0.485698,0.506446,0.012009282607561645,0.9680501878088625,0.024977404218695532,0.001316087197138727,0.007856
1B,1,286,0.45,0.22,0.24,0.09,0.003354,0.004986,0.48551,0.50615,0.012003935062015338,0.9696112422289989,0.021734996231606168,0.0016249934249032596,0.00834
1B,1,287,0.45,0.22,0.24,0.09,0.003362,0.004678,0.485612,0.506348,0.012006215038849194,0.9691217782837891,0.021437265036119896,0.001422254791620392,0.00804
1B,1,288,0.45,0.22,0.24,0.09,0.003354,0.004688,0.485632,0.506326,0.012006343408204256,0.9687872811720535,0.024727909832794687,0.0014658357904499585,0.008042
1B,1,289,0.45,0.22,0.24,0.09,0.00344,0.005254,0.485372,0.505934,0.011999450166653805,0.9698348517924266,0.02208810358627472,0.0015785250232470771,0.008694
1B,1,290,0.45,0.22,0.24,0.09,0.003294,0.004452,0.485726,0.506528,0.012010204144146637,0.9703455825784805,0.022039850769528743,0.0012673008445029774,0.007746
1B,1,291,0.45,0.22,0.24,0.09,0.00327,0.00441,0.48577,0.50655,0.012008069104354145,0.9722147483966517,0.02317144665071857,0.0014970804826290555,0.007679999999999999
1B,1,292,0.45,0.22,0.24,0.09,0.003326,0.004664,0.485654,0.506356,0.012007725366519768,0.9730155016951865,0.022188919542076278,0.0013089658716592706,0.00799
1B,1,293,0.45,0.22,0.24,0.09,0.003456,0.005688,0.4852,0.505656,0.011999114026139145,0.9726295645614391,0.022213329453125014,0.0016703124046723332,0.009144
1B,1,294,0.45,0.22,0.24,0.09,0.003432,0.004854,0.4855,0.506214,0.012003344168937172,0.9741334057183925,0.021213720292130294,0.001624579745145642,0.008286
1B,1,295,0.45,0.22,0.24,0.09,0.003444,0.005094,0.48545,0.506012,0.01200059677229384,0.9733725579230134,0.020795057148008146,0.001564851519175933,0.008538
1B,1,296,0.45,0.22,0.24,0.09,0.00341,0.004698,0.4856,0.506292,0.012008000165164767,0.974342430090152,0.021535422781116094,0.0015615653033309834,0.008108
1B,1,297,0.45,0.22,0.24,0.09,0.003412,0.004936,0.4855,0.506152,0.012004145379454708,0.9745585390738085,0.01928294412643622,0.0015867191931143564,0.008348000000000001
1B,1,298,0.45,0.22,0.24,0.09,0.003642,0.00528,0.485274,0.505804,0.01199707132410871,0.975069695558256,0.020443201588029106,0.0018302351985347836,0.008922
1B,1,299,0.45,0.22,0.24,0.09,0.003272,0.005272,0.485436,0.50602,0.012002312403667722,0.9761901797841547,0.01969367049798421,0.0014715861451073992,0.008544
1B,2,0,0.45,0.22,0.24,0.09,0.48943,0.478808,0.025402,0.00636,0.006146281598650798,0.5004283238003323,0.49919660073501315,0.4924272258639159,0.9682379999999999
1B,2,1,0.45,0.22,0.24,0.09,0.249334,0.711568,0.031816,0.007282,0.007297209107555144,0.6584600686512323,0.24840901889473646,0.4668878032560935,0.9609019999999999
1B,2,2,0.45,0.22,0.24,0.09,0.115168,0.767474,0.091754,0.025604,0.008153920335365104,0.6954784391411502,0.07449219347062856,0.4638202908626354,0.882642
1B,2,3,0.45,0.22,0.24,0.09,0.07925,0.521994,0.244622,0.154134,0.008953811505260138,0.7728239195757827,0.024121912797462536,0.36271494842000185,0.601244
1B,2,4,0.45,0.22,0.24,0.09,0.037108,0.253882,0.378324,0.330686,0.010327090428486148,0.7893546282902536,0.02664499472586504,0.08480901991490854,0.29098999999999997
1B,2,5,0.45,0.22,0.24,0.09,0.014376,0.078668,0.454194,0.452762,0.011425971855016342,0.8029411462589735,0.029133791353477535,0.015499990285374852,0.093044
1B,2,6,0.45,0.22,0.24,0.09,0.006764,0.024294,0.47691,0.492032,0.011834404002258743,0.8189528226213597,0.026921551739767145,0.004732764825250065,0.031058
1B,2,7,0.45,0.22,0.24,0.09,0.00508,0.014134,0.481316,0.49947,0.011921418638266082,0.8394906661109162,0.0266320153572265,0.0030005904791801886,0.019214000000000002
1B,2,8,0.45,0.22,0.24,0.09,0.004358,0.011406,0.482656,0.50158,0.011950996002280008,0.8481868749631846,0.024322914220644486,0.0020613402400744218,0.015764
1B,2,9,0.45,0.22,0.24,0.09,0.004314,0.010718,0.482914,0.502054,0.011955135894361806,0.8552443731022867,0.026117563884836832,0.0018248266815271209,0.015032
1B,2,10,0.45,0.22,0.24,0.09,0.00387,0.008652,0.483892,0.503586,0.011975015625088556,0.8558508463738294,0.02589302212633595,0.0013331392386672345,0.012522
1B,2,11,0.45,0.22,0.24,0.09,0.003946,0.008762,0.483852,0.50344,0.011971863981450968,0.857169118964346,0.024904628506199303,0.001146331000118996,0.012708
1B,2,12,0.45,0.22,0.24,0.09,0.004028,0.00945,0.483526,0.502996,0.011967651001134321,0.8631880791803858,0.027964097026012356,0.0013347591354949371,0.013478
1B,2,13,0.45,0.22,0.24,0.09,0.004008,0.009384,0.483582,0.503026,0.01196759748229438,0.8621669384228071,0.028400800364852402,0.0013824294246728907,0.013392000000000001
1B,2,14,0.45,0.22,0.24,0.09,0.004068,0.009538,0.48347,0.502924,0.01196396492949173,0.863476499668742,0.02822144033674394,0.0014745480875504975,0.013606
1B,2,15,0.45,0.22,0.24,0.09,0.003682,0.008662,0.483998,0.503658,0.011977915287804255,0.875764381610292,0.0275651158920489,0.0012081251959623952,0.012343999999999999
1B,2,16,0.45,0.22,0.24,0.09,0.0041,0.009142,0.483592,0.503166,0.011968391670131851,0.8716447317598284,0.026920073774422165,0.001471982305595709,0.013242
1B,2,17,0.45,0.22,0.24,0.09,0.003932,0.00903,0.48376,0.503278,0.011969923085838684,0.8701237968355806,0.0297553817199677,0.001290199807901384,0.012962
1B,2,18,0.45,0.22,0.24,0.09,0.003736,0.008434,0.484046,0.503784,0.011980900746987629,0.8740380595391138,0.028686403869326003,0.0014235018077555623,0.01217
1B,2,19,0.45,0.22,0.24,0.09,0.003842,0.008312,0.484076,0.50377,0.011975627642361908,0.880104165315916,0.02868441604385216,0.0013024595773678965,0.012154
1B,2,20,0.45,0.22,0.24,0.09,0.004088,0.009244,0.483612,0.503056,0.01196637826952003,0.8792170179957187,0.02666977988087361,0.0014223043518644687,0.013332
1B,2,21,0.45,0.22,0.24,0.09,0.003696,0.00789,0.484298,0.504116,0.011980498101744506,0.8789534890343426,0.02258436970394392,0.0012700559076653502,0.011585999999999999
1B,2,22,0.45,0.22,0.24,0.09,0.003644,0.007804,0.484354,0.504198,0.011983022808224992,0.8827593930726707,0.02187496125645455,0.0012816662550038003,0.011448
1B,2,23,0.45,0.22,0.24,0.09,0.003884,0.008074,0.484098,0.503944,0.011978804028110105,0.8862444417441723,0.021627309457258354,0.0015272115502224454,0.011958
1B,2,24,0.45,0.22,0.24,0.09,0.003966,0.008086,0.484074,0.503874,0.011974471236423328,0.8834322958782487,0.024768836406847305,0.0018117633783844578,0.012052
1B,2,25,0.45,0.22,0.24,0.09,0.003714,0.00782,0.48428,0.504186,0.011980573627090542,0.8890111526781561,0.023729690956164517,0.0015846028848196764,0.011534
1B,2,26,0.45,0.22,0.24,0.09,0.003724,0.007602,0.484372,0.504302,0.011984769615012955,0.8901786472435477,0.021740262214174827,0.0014693020058866074,0.011326
1B,2,27,0.45,0.22,0.24,0.09,0.00374,0.007492,0.484418,0.50435,0.011983045956041617,0.8891841893620934,0.023817336596495937,0.0012833140954829347,0.011232
1B,2,28,0.45,0.22,0.24,0.09,0.003844,0.00759,0.484324,0.504242,0.011980702612420372,0.8909242491301871,0.022004058698305587,0.0012403686043663204,0.011434
1B,2,29,0.45,0.22,0.24,0.09,0.003708,0.007294,0.484536,0.504462,0.011984290564977898,0.8925537361531592,0.02142800728563693,0.00105036248388324,0.011002
1B,2,30,0.45,0.22,0.24,0.09,0.00367,0.007688,0.484364,0.504278,0.011981196663048735,0.8978686347995488,0.02139729245424809,0.0014137808289851543,0.011358
1B,2,31,0.45,0.22,0.24,0.09,0.00376,0.007922,0.484268,0.50405,0.011982831808002485,0.8993759296712258,0.01923582688519734,0.0013367882729714052,0.011682
1B,2,32,0.45,0.22,0.24,0.09,0.00346,0.006166,0.485052,0.505322,0.011994869856873902,0.8998323342512854,0.020120643805647882,0.0011661572639711404,0.009626
1B,2,33,0.45,0.22,0.24,0.09,0.003602,0.006674,0.484762,0.504962,0.01199110581830645,0.8978938669598744,0.01824712120909565,0.001375269634103501,0.010276
1B,2,34,0.45,0.22,0.24,0.09,0.003586,0.006696,0.484808,0.50491,0.011988838888986067,0.8984334588396765,0.017908540546096696,0.0012060713708963219,0.010282
1B,2,35,0.45,0.22,0.24,0.09,0.003562,0.006406,0.484922,0.50511,0.011991480991718128,0.9034662989457197,0.018433814660653986,0.0011834557974641211,0.009968000000000001
1B,2,36,0.45,0.22,0.24,0.09,0.003556,0.006362,0.484906,0.505176,0.011991284233488468,0.9037441576175744,0.019111458682480667,0.0013275036478876396,0.009918
1B,2,37,0.45,0.22,0.24,0.09,0.00369,0.006388,0.484866,0.505056,0.01198950602267588,0.9116116573234067,0.018948468941470047,0.0013619389969751466,0.010078
1B,2,38,0.45,0.22,0.24,0.09,0.00382,0.007232,0.484462,0.504486,0.011981812145450068,0.9168766021895232,0.02018396386707927,0.0017119479955985677,0.011052
1B,2,39,0.45,0.22,0.24,0.09,0.003474,0.006008,0.485122,0.505396,0.011998288383634502,0.91592338671728,0.02008688756652988,0.0010913094418634204,0.009482
1B,2,40,0.45,0.22,0.24,0.09,0.003536,0.006038,0.485088,0.505338,0.011994532422090618,0.9141872868492928,0.020438695692036622,0.0011561151997051874,0.009574
1B,2,41,0.45,0.22,0.24,0.09,0.003486,0.006322,0.485008,0.505184,0.011994378327789011,0.9113445130668352,0.02106513084664867,0.0009356443466206996,0.009808
1B,2,42,0.45,0.22,0.24,0.09,0.003438,0.005892,0.485174,0.505496,0.011997476991327428,0.9159736902026163,0.021121832191606984,0.001068231369002313,0.00933
1B,2,43,0.45,0.22,0.24,0.09,0.003554,0.006416,0.484906,0.505124,0.01199168798621281,0.9110257424039659,0.020228457062428443,0.0010876162496389625,0.00997
1B,2,44,0.45,0.22,0.24,0.09,0.003356,0.006026,0.485178,0.50544,0.011997469529270345,0.9115785330092977,0.020983992492865332,0.0009754837508557212,0.009382
1B,2,45,0.45,0.22,0.24,0.09,0.003604,0.00696,0.484646,0.50479,0.011986843087586558,0.9144621121465908,0.022213279055096277,0.0011994426223173756,0.010564
1B,2,46,0.45,0.22,0.24,0.09,0.003574,0.006052,0.485066,0.505308,0.011994958236974353,0.9192532678519847,0.0230377159521751,0.0010108029044585036,0.009626
1B,2,47,0.45,0.22,0.24,0.09,0.00351,0.00642,0.484944,0.505126,0.011991071255923523,0.9224267467732771,0.0234987134062958,0.0011949051706385315,0.009930000000000001
